Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone
Rosapark," $5,000+ ",None,$50 - $99,50 - 249,"Paris,",None,https://clutch.co/profile/rosapark,http://www.rosapark.fr/,contact@rosapark.fr,"
018.397.7300 "
NORTH," $10,000+ ",None,$150 - $199,250 - 999,"Portland,",OR,https://clutch.co/profile/north,http://www.north.com/,rarmstrong@north.com,"
503.222.4117 "
thjnk AG," $100,000+ ",None,$200 - $300,250 - 999,"Hamburg,",None,https://clutch.co/profile/thjnk-ag,http://www.thjnk.de/,info@thjnk.de,"
+49 (0) 40 41 34 99-0 "
Deep Focus," $10,000+ ",None,$150 - $199,250 - 999,"Hollywood,",CA,https://clutch.co/profile/deep-focus,http://www.deepfocus.net,info@deepfocus.net,"
323.790.5340 "
Karmarama," $10,000+ ",None,$100 - $149,250 - 999,"London ,",None,https://clutch.co/profile/karmarama,http://www.karmarama.com,hannahm@karmarama.com,"
020.3301.2000 "
Naked Communications," $10,000+ ",None,$100 - $149,250 - 999,"London ,",None,https://clutch.co/profile/naked-communications,https://nakedcomms.com/,hellomel@nakedcomms.com,"
44.20.3053.1130 "
The Marketing Arm," $5,000+ ",None,$100 - $149,250 - 999,"DALLAS,",TX,https://clutch.co/profile/marketing-arm,http://www.themarketingarm.com,info@themarketingarm.com,"
214.259.3200 "
Moroch Partners ," $5,000+ ",None,$100 - $149,250 - 999,"Dallas,",TX,https://clutch.co/profile/moroch-partners,http://www.moroch.com/,contact@moroch.com,"
214.520.9700 "
Intouch Solutions," $5,000+ ",None,$100 - $149,250 - 999,"Overland Park,",KS,https://clutch.co/profile/intouch-solutions,https://www.intouchsol.com/,getintouch@intouchsol.com,"
+1.913.317.9700 "
VCCP," $10,000+ ",None,$150 - $199,250 - 999,"London ,",None,https://clutch.co/profile/vccp,http://www.vccp.com/,info@vccp.com,"
44.20.7592.9331 "
Schackleton Group," $5,000+ ",None,$25 - $49,250 - 999,"Madrid,",None,https://clutch.co/profile/schackleton-group,http://www.shackletongroup.com/,info@shackletongroup.com,"
(+34) 917 434 444 "
St Luke's Communications Ltd," $10,000+ ",None,$150 - $199,10 - 49,"London,",None,https://clutch.co/profile/st-lukes-communications,http://stlukes.co.uk/,,"
+44.0.207.380.8888 "
Ayzenberg," $10,000+ ",None,$100 - $149,250 - 999,"Pasadena,",CA,https://clutch.co/profile/ayzenberg,http://www.ayzenberg.com/,BBuckley@ayzenberg.com,"
626.584.4070 "
Allied Integrated Marketing," $10,000+ ",None,$100 - $149,250 - 999,"Boston,",MA,https://clutch.co/profile/allied-integrated-marketing,https://alliedim.com,alliedimsocial@alliedim.com,"
1.617.859.4800 "
Jaywing," $10,000+ ",None,$150 - $199,250 - 999,"Sheffield,",None,https://clutch.co/profile/jaywing,http://jaywing.com,hello@jaywing.com,"
0114 281 1200 "
MRY," $10,000+ ",None,$100 - $149,250 - 999,"New York,",NY,https://clutch.co/profile/mry,https://mry.com,work@mry.com,"
212.274.0470 "
Bray Leino," $10,000+ ",None,$100 - $149,250 - 999,"Devon ,",None,https://clutch.co/profile/bray-leino,https://www.brayleino.co.uk/,hello@brayleino.co.uk,"
01598.760.700 "
Energy BBDO, Undisclosed,None,None,250 - 999,"Chicago,",IL,https://clutch.co/profile/energy-bbdo,http://www.energybbdo.com/,contactus@energybbdo.com,"
312.337.7860 "
Derse," $5,000+ ",None,$100 - $149,250 - 999,"Milwaukee,",WI,https://clutch.co/profile/derse,http://derse.com/,scriese@derse.com,"
+1.414.257.2000 "
YouAppi," $1,000+ ",None,< $25,50 - 249,"San Francisco,",CA,https://clutch.co/profile/youappi,http://www.youappi.com/,contact@youappi.com,"
+1.415.989.2900 "
Golley Slater," $10,000+ ",None,$100 - $149,250 - 999,"Cardiff ,",None,https://clutch.co/profile/golley-slater,http://golleyslater.com/,dlongden@golleyslater.co.uk,"
 "
Reprise Media," $10,000+ ",None,$100 - $149,250 - 999,"London ,",None,https://clutch.co/profile/reprise-media,https://www.reprisemedia.com,,"
44.207.833.5858 "
Boundless," $10,000+ ",None,$100 - $149,250 - 999,"Austin,",None,https://clutch.co/profile/boundless,https://www.boundlessnetwork.com/,info@boundlessnetwork.com,"
+1.512.472.9200 "
Brandimage," $10,000+ ",None,$100 - $149,250 - 999,"Paris,",None,https://clutch.co/profile/brandimage,https://www.brand-image.com/fr,,"
+33.144.184.418 "
Innocean USA," $5,000+ ",None,$100 - $149,250 - 999,"Huntington Beach,",CA,https://clutch.co/profile/innocean-usa,http://www.innoceanusa.com/,AZepeda@innoceanusa.com,"
714.861.5200 "
Natives Group," $10,000+ ",None,$150 - $199,50 - 249,"Brighton,",None,https://clutch.co/profile/natives-group-0,https://natives.group/,hello@netnatives.com,"
+44.012.7392.2690 "
TLC Marketing UK," $10,000+ ",None,$150 - $199,250 - 999,"London,",None,https://clutch.co/profile/tlc-marketing-uk,http://www.tlcmarketing.com/uk,lets.talk@tlcmarketing.com,"
+44 (0) 20.7725.6000 "
BKV," $10,000+ ",None,$100 - $149,250 - 999,"Atlanta,",GA,https://clutch.co/profile/bkv,http://www.bkv.com/,,"
404.233.0332 "
Merkley & Partners," $10,000+ ",None,$100 - $149,250 - 999,"NEW YORK,",NY,https://clutch.co/profile/merkley-partners,http://www.merkleyandpartners.com/,rmoorman@merkleyandpartners.com,"
212.805.7500 "
Yoyomedia ," $1,000+ ",None,< $25,10 - 49,None,None,https://clutch.co/profile/yoyomedia,https://yoyomedia.co/,yoyomedia0@gmail.com,"
+919501504089 "
Megalo&Company," $5,000+ ",None,$50 - $99,10 - 49,"Metz-Tessy,",None,https://clutch.co/profile/megalocompany,http://www.megalo.fr/#/,Contact@megalo.fr,"
3315.323.3506 "
CMD Agency," $5,000+ ",None,$50 - $99,50 - 249,"Portland,",OR,https://clutch.co/profile/cmd-agency,http://www.cmdagency.com,,"
 "
Pyramid Communications," $10,000+ ",None,$100 - $149,50 - 249,"Seattle,",WA,https://clutch.co/profile/pyramid-communications,http://www.pyramidcommunications.com/,info@pyramidcommunications.com,"
206.374.7788 "
Coyne PR," $10,000+ ",None,$100 - $149,50 - 249,"New York,",NY,https://clutch.co/profile/coyne-pr,http://www.coynepr.com,tcoyne@coynepr.com,"
212.938.0166 "
The Mars Agency," $5,000+ ",None,$100 - $149,250 - 999,"Southfield,",MI,https://clutch.co/profile/mars-agency,http://www.themarsagency.com/,,"
+1.248.936.2200 "
Contrapunto," $5,000+ ",None,$25 - $49,50 - 249,"Barcelona,",None,https://clutch.co/profile/contrapunto,http://www.contrapuntobbdo.es/,contrapunto@contrapunto.bbdo.es,"
93 481 78 78 "
Dimension," $5,000+ ",None,$25 - $49,50 - 249,"Donostia,",None,https://clutch.co/profile/dimension,http://www.dimension.es/,hola@dimension.es,"
943.320.310 "
[emailprotected]," $10,000+ ",None,$150 - $199,250 - 999,"New York,",NY,https://clutch.co/profile/neoogilvy,https://www.neoogilvy.com/,,"
212.259.5477 "
TBC," $10,000+ ",None,$100 - $149,"1,000 - 9,999","Baltimore,",MD,https://clutch.co/profile/tbc,http://tbc.us/,info@tbc.us,"
410.347.7500 "
FCB Inferno," $10,000+ ",None,$100 - $149,250 - 999,"London,",None,https://clutch.co/profile/fcb-inferno,http://www.fcbinferno.com/,hello@fcbinferno.com,"
44.0.20.3048.0000 "
The Sandbox Agency," $100,000+ ",None,$100 - $149,250 - 999,"Newport Beach,",CA,https://clutch.co/profile/sandbox-agency,https://www.sandboxww.com,info@sandboxww.com,"
714.545.2550 "
Empower," $10,000+ ",None,$100 - $149,250 - 999,"Cincinnati,",OH,https://clutch.co/profile/empower,http://www.empowermm.com/,,"
513.871.9454 "
Chicago Tribune Media Group," $5,000+ ",None,$100 - $149,"1,000 - 9,999","Chicago,",IL,https://clutch.co/profile/chicago-tribune-media-group,http://www.chicagotribunemediagroup.com/,ctmg@chicagotribune.com,"
312.222.5995 "
Bader Rutter," $5,000+ ",None,$100 - $149,250 - 999,"Milwaukee,",WI,https://clutch.co/profile/bader-rutter,https://baderrutter.com,,"
+ 1.262.784.7200 "
Happiness Brussels," $10,000+ ",None,$100 - $149,50 - 249,"Vilvoorde,",None,https://clutch.co/profile/happiness-brussels,https://www.happiness-brussels.com/home,karen@happiness-brussels.com,"
+32.48.777.7600 "
HackerAgency," $10,000+ ",None,$150 - $199,250 - 999,"Seattle,",WA,https://clutch.co/profile/hackeragency,http://www.hal2l.com/,info@hal2l.com,"
206.805.1500 "
The Lacek Group," $5,000+ ",None,$100 - $149,250 - 999,"Minneapolis,",MN,https://clutch.co/profile/lacek-group,https://www.lacek.com/,bill.baker@lacek.com,"
612.359.3700 "
Initiative," $10,000+ ",None,$100 - $149,"1,000 - 9,999","London ,",None,https://clutch.co/profile/initiative,http://initiative.co.uk,hellouk@initiative.com,"
44.0.20.7663.7000 "
Publicis Hawkeye," $5,000+ ",None,$100 - $149,250 - 999,"Dallas,",TX,https://clutch.co/profile/publicis-hawkeye,http://www.publicishawkeye.com/,info@publicishawkeye.com,"
+1 214.749.0080 "
Tangerine PR," $10,000+ ",None,$150 - $199,250 - 999,"Castlefield,",None,https://clutch.co/profile/tangerine-pr,http://www.tangerinepr.com/,hello@tangerinecomms.com,"
44.161.817.6600 "
Armando Testa," $5,000+ ",None,$100 - $149,250 - 999,"Milan,",None,https://clutch.co/profile/armando-testa,http://www.armandotesta.it/it/,info@armandotesta.it,"
+39.011.881.0111 "
ICR," $10,000+ ",None,$100 - $149,250 - 999,"New York,",NY,https://clutch.co/profile/icr,http://www.icrinc.com/,,"
800.210.2491 "
Biborg," $10,000+ ",None,$100 - $149,50 - 249,"Paris,",None,https://clutch.co/profile/biborg,http://www.biborg.com/,contact@biborg.com,"
+33.014.807.2765 "
BWM Dentsu," $10,000+ ",None,$150 - $199,250 - 999,"Sydney,",None,https://clutch.co/profile/bwm-dentsu,http://www.bwmdentsu.com,sydenquiries@bwmdentsu.com,"
028.204.3800 "
Swirl," $5,000+ ",None,$100 - $149,250 - 999,"San Francisco,",CA,https://clutch.co/profile/swirl,https://swirl.net/,info@swirl.net,"
415.276.8300 "
AdPeople Worldwide," $10,000+ ",None,$100 - $149,250 - 999,"Austin,",TX,https://clutch.co/profile/adpeople-worldwide,http://www.adpeople.com/,info@adpeople.com,"
45.3078.4249 "
OBI Creative," $5,000+ ",None,$100 - $149,10 - 49,"Omaha,",NE,https://clutch.co/profile/obi-creative,http://www.obicreative.com/,info@obicreative.com,"
402.493.7999 "
Northlich," $10,000+ ",None,$100 - $149,50 - 249,"Cincinnati,",OH,https://clutch.co/profile/northlich,https://www.northlich.com,,"
513.421.8840 "
Bayard Advertising," $5,000+ ",None,$50 - $99,50 - 249,"New York,",NY,https://clutch.co/profile/bayard-advertising,http://www.bayardad.com/,info@bayardad.com,"
+1.212.228.9400 "
MMB," $5,000+ ",None,$50 - $99,250 - 999,"Boston,",MA,https://clutch.co/profile/mmb,http://www.mmb580.com/#home,info@mmb580.com,"
617.670.9700 "
Aspen Marketing," $10,000+ ",None,$100 - $149,250 - 999,"Chicago,",IL,https://clutch.co/profile/aspen-marketing,http://www.aspenms.com/,clang@aspenms.com,"
630.293.7584 "
Media Assembly," $5,000+ ",None,$100 - $149,250 - 999,"Southfield,",MI,https://clutch.co/profile/media-assembly,http://media-assembly.com/,get-in-touch@media-assembly.com,"
248.415.3400 "
ARTOX," $10,000+ ",None,$100 - $149,250 - 999,"Minsk,",None,https://clutch.co/profile/artox,http://www.artox.com/en/,info@artox.com,"
+375.172.150.020 "
Scoppechio," $5,000+ ",None,$100 - $149,50 - 249,"Louisville,",KY,https://clutch.co/profile/scoppechio,http://scoppechio.com/,KATE.GRAY@SCOPPECHIO.COM,"
+1.502.584.8787 "
WNP," $5,000+ ",None,$50 - $99,50 - 249,"Paris,",None,https://clutch.co/profile/wnp,http://en.wnp.fr/,hello@wnp.fr,"
184.860.900 "
INDIE," $10,000+ ",None,$100 - $149,250 - 999,"Amsterdam,",None,https://clutch.co/profile/indie,http://www.indie-amsterdam.com/,info@indie-amsterdam.com,"
020.422.2999 "
McCann Worldgroup," $10,000+ ",None,$100 - $149,"10,000+","Helsinki,",None,https://clutch.co/profile/mccann-worldgroup,http://www.mccann.fi,hello@mccann.fi,"
646.865.2000 "
Valtech," $10,000+ ",None,$150 - $199,"1,000 - 9,999","London,",None,https://clutch.co/profile/valtech,https://www.valtech.co.uk/,information@valtech.com,"
44.20.7014.0800 "
McCann," $5,000+ ",None,$100 - $149,50 - 249,"Sydney,",None,https://clutch.co/profile/mccann,https://mccann.com.au/,info@mccann.com.au,"
+61.2.9994.4000 "
Adcorp Australia," $5,000+ ",None,$100 - $149,50 - 249,"Sydney,",None,https://clutch.co/profile/adcorp-australia,https://www.adcorp.com.au/,sydney@adcorp.com.au,"
+61.2.8524.8500 "
Change," $10,000+ ",None,$100 - $149,50 - 249,"Paris,",None,https://clutch.co/profile/change,https://www.change.bz/,contact@change.bz,"
+33.144.371.314 "
Dept Agency," $10,000+ ",None,$100 - $149,"1,000 - 9,999","Amsterdam,",None,https://clutch.co/profile/dept-agency,https://www.deptagency.com,,"
+31.88.040.0888 "
Droga5," $10,000+ ",None,$100 - $149,250 - 999,"London,",None,https://clutch.co/profile/droga5,https://droga5.co.uk,operations@droga5.co.uk,"
 "
Advent," $5,000+ ",None,$100 - $149,250 - 999,"Nashville,",TN,https://clutch.co/profile/advent,http://adventresults.com/,info@adventresults.com,"
+1.615.742.3355 "
Greenlight, Undisclosed,None,None,10 - 49,"Dallas,",TX,https://clutch.co/profile/greenlight,http://www.greenlightad.com,admin@greenlightad.com,"
214.393.8470 "
"J&L Marketing, Inc."," $5,000+ ",None,$100 - $149,250 - 999,"Louisville,",KY,https://clutch.co/profile/jl-marketing,https://www.jandlmarketing.com/,info@jandlmarketing.com,"
+1.800.651.5508 "
GSM," $5,000+ ",None,$100 - $149,250 - 999,"Houston,",TX,https://clutch.co/profile/gsm,http://www.gsmarketing.com/,contactus@gsmarketing.com,"
713.580.3900 "
Fresh Montgomery," $10,000+ ",None,$150 - $199,10 - 49,"Marylebone,",None,https://clutch.co/profile/fresh-montgomery,http://www.freshmontgomery.co.uk/,info@montex.co.uk,"
+44.020.7886.3100 "
UpShift," $10,000+ ",None,$100 - $149,10 - 49,"Chicago,",IL,https://clutch.co/profile/upshift,http://upshiftcreative.com/,info@upshiftcreative.com,"
312.750.6800 "
RadioWorks," $10,000+ ",None,$150 - $199,10 - 49,"Fitzrovia ,",None,https://clutch.co/profile/radioworks,http://radioworks.co.uk/,radio.specialists@radioworks.co.uk,"
0800.999.5996 "
Laundry Service," $10,000+ ",None,$100 - $149,250 - 999,"Los Angeles,",CA,https://clutch.co/profile/laundry-service,http://247laundryservice.com/,hi@247laundryservice.com,"
646.862.2732 "
New Moment," $10,000+ ",None,$150 - $199,50 - 249,"Belgrade,",None,https://clutch.co/profile/new-moment,https://www.newmoment.com/,office@newmoment.com,"
+381.113.229.992 "
HMH," $10,000+ ",None,$150 - $199,250 - 999,"Portland,",OR,https://clutch.co/profile/hmh,http://www.hmhagency.com/,portland@hmhagency.com,"
503.295.1922 "
SCOUT Marketing," $10,000+ ",None,$150 - $199,50 - 249,"Atlanta,",GA,https://clutch.co/profile/scout-marketing,https://findscout.com/,mgoldman@findscout.com,"
404.917.2688 "
FCB New Zealand," $5,000+ ",None,$25 - $49,250 - 999,"Auckland ,",None,https://clutch.co/profile/fcb-new-zealand,http://fcb.co.nz/,sean.keaney@fcb.com,"
64.9.356.6222 "
Shift Digital," $5,000+ ",None,$100 - $149,250 - 999,"Birmingham,",MI,https://clutch.co/profile/shift-digital,http://www.shiftdigital.com/,,"
+1.248.594.2396 "
ARTMIX Group," $10,000+ ",None,$100 - $149,10 - 49,"Minsk,",None,https://clutch.co/profile/artmix-group,https://artmix.by/en/,info@artmix.by,"
+375.291.267.070 "
TDI Group," $1,000+ ",None,$25 - $49,50 - 249,"Minsk,",None,https://clutch.co/profile/tdi-group,http://www.tdi.by/,info@tdigroup.ru,"
+375 17 296 67 83 "
SBC Advertising," $5,000+ ",None,$100 - $149,250 - 999,"Columbus,",OH,https://clutch.co/profile/sbc-advertising,https://www.sbcadvertising.com/,amiller@sbcadvertising.com,"
614.255.2333 "
The Big Now," $10,000+ ",None,$100 - $149,50 - 249,"Milan,",None,https://clutch.co/profile/big-now,http://www.thebignow.it,tbn@thebignow.it,"
+39.02.36538140 "
Spark44 GmbH," $5,000+ ",None,$100 - $149,250 - 999,"Frankfurt am Main,",None,https://clutch.co/profile/spark44-gmbh,https://spark44.com/,contactfrankfurt@spark44.com,"
+49.69.247572.544 "
Marketing Architects," $5,000+ ",None,$100 - $149,250 - 999,"Minneapolis,",MN,https://clutch.co/profile/marketing-architects,https://www.marketingarchitects.com/,,"
952.449.2500 "
Kastner & Partners," $10,000+ ",None,$100 - $149,50 - 249,"Los Angeles,",CA,https://clutch.co/profile/kastner-partners,http://kastnerandpartners.us,careers@kastnerandpartners.com,"
310.458.2000 "
Silver + Partners," $10,000+ ",None,$100 - $149,250 - 999,"New York,",NY,https://clutch.co/profile/silver-partners,http://www.silverpartners.com/,,"
646.878.1700  "
The PM Group," $5,000+ ",None,$100 - $149,10 - 49,"San Antonio,",TX,https://clutch.co/profile/pm-group,http://thepmgrp.com/,FRAN.YANITY@THEPMGRP.COM,"
210.490.2554 "
Porta," $5,000+ ",None,$25 - $49,50 - 249,"Providencia,",None,https://clutch.co/profile/porta,http://www.porta.cl/#porta,contacto@porta.cl,"
622.750.7700 "
New Digital Noise," $10,000+ ",None,$100 - $149,250 - 999,"Kowloon,",None,https://clutch.co/profile/new-digital-noise,http://newdigitalnoise.com/,info@ndn.com.hk,"
852.2831.1888 "
Altea 365," $1,000+ ",None,$25 - $49,"1,000 - 9,999","Milan,",None,https://clutch.co/profile/altea-365,https://alteafederation.it/aziende/altea365/,info@alteafederation.it,"
39.02.57506490 "
Detroit Trading Company," $5,000+ ",None,$100 - $149,50 - 249,"Birmingham,",MI,https://clutch.co/profile/detroit-trading-company,http://www.detroittrading.com/,rapidresponder@detroittrading.com,"
+1.248.352.1313 "
Creative Dimensions," $5,000+ ",None,$100 - $149,10 - 49,"Cincinnati,",OH,https://clutch.co/profile/creative-dimensions,http://creativedimensions.com/,sschaeffer@creativedimensions.com,"
513.588.2801 "
Vaimo UK," $10,000+ ",None,$150 - $199,250 - 999,"London,",None,https://clutch.co/profile/vaimo-uk,https://www.vaimo.co.uk/,pete.georgallou@vaimo.com,"
44.845.5280.640 "
Varii Promotions," $10,000+ ",None,$150 - $199,250 - 999,"London,",None,https://clutch.co/profile/varii-promotions,https://www.varii-promotions.co.uk/,enquiries@varii.co.uk,"
0203.637.9653 "
Serviceplan Group," $10,000+ ",None,$100 - $149,250 - 999,"Munich,",None,https://clutch.co/profile/serviceplan-group,http://www.serviceplan.be/en/,netherlands@serviceplan.com,"
+49.08.920.5020 "
Clear B2B Marketing & PR," $10,000+ ",None,$150 - $199,10 - 49,"Cirencester,",None,https://clutch.co/profile/clear-b2b-marketing-pr,http://www.clearb2b.com/,,"
+44.1285.626000 "
Switch," $10,000+ ",None,$100 - $149,250 - 999,"St. Louis,",MO,https://clutch.co/profile/switch,http://switch.us/,info@switch.us,"
314.206.7700 "
Crunch Simply Digital," $10,000+ ",None,$150 - $199,10 - 49,"Swansea,",None,https://clutch.co/profile/crunch-simply-digital,http://www.crunchsimplydigital.com/,sayhello@crunchsimplydigital.com,"
+44.1792.467967 "
TheBestMedia.com," $1,000+ ",None,$25 - $49,10 - 49,"Toronto,",None,https://clutch.co/profile/thebestmediacom,https://thebestmedia.com/,accounts@thebestmedia.com,"
 "
Soulsight, Undisclosed,None,$200 - $300,10 - 49,"Chicago,",IL,https://clutch.co/profile/soulsight,http://soulsight.com/,info@soulsight.com,"
312.982.2400 "
Matlock Advertising & PR," $10,000+ ",None,$150 - $199,10 - 49,"Atlanta,",GA,https://clutch.co/profile/matlock-advertising-pr,https://www.matlock-adpr.com/,mediainquiry@matlock-adpr.com,"
404.872.3200 "
Ya! Publicidad," $5,000+ ",None,$25 - $49,50 - 249,"Puerto Madero,",None,https://clutch.co/profile/ya-publicidad,http://www.yapublicidad.com/,info@yapublicidad.com,"
+54 11 5245 8539 "
Elevated Insights," $5,000+ ",None,$100 - $149,10 - 49,"Colorado Springs,",CO,https://clutch.co/profile/elevated-insights,http://www.elevatedinsights.com/,info@elevatedinsights.com,"
719-590-9999 "
Y&R ANZ," $10,000+ ",None,$150 - $199,250 - 999,"Sydney ,",None,https://clutch.co/profile/yr-anz,https://www.yranz.com/,,"
02.9778.7100 "
Accentmarketing," $5,000+ ",None,$100 - $149,50 - 249,"West Hollywood,",CA,https://clutch.co/profile/accentmarketing,http://www.accentmarketing.com/,,"
310.584.8250 "
VSBrooks Advertising," $5,000+ ",None,$100 - $149,10 - 49,"Coral Gables,",FL,https://clutch.co/profile/vsbrooks-advertising,http://www.vsbrooks.com/,info@vsbrooks.com,"
305.443.3500 "
eComCon GmbH, Undisclosed,None,None,10 - 49,"Hamburg,",None,https://clutch.co/profile/ecomcon-gmbh,http://www.ecomcon.de,info@ecomcon.de,"
 "
Infomedia," $1,000+ ",None,$25 - $49,10 - 49,"Riga,",None,https://clutch.co/profile/infomedia,http://www.infomedia.lv,info@infomedia.lv,"
+371.67.796.607 "
Ariadna," $5,000+ ",None,$25 - $49,250 - 999,"Bogota,",None,https://clutch.co/profile/ariadna,http://www.ariadnacommunicationsgroup.com/,beatriz.nexans@ariadnacg.com,"
577.439.500 "
Grey," $10,000+ ",None,$100 - $149,"1,000 - 9,999","New York ,",NY,https://clutch.co/profile/grey,http://grey.com/,ben.tauber@grey.com,"
212.546.2000 "
December 19," $10,000+ ",None,$150 - $199,10 - 49,"London ,",None,https://clutch.co/profile/december-19,http://www.december19.co.uk/,hello@december19.com,"
+44.0.207.357.0444 "
Taylormade Public Relations," $10,000+ ",None,$150 - $199,250 - 999,None,None,https://clutch.co/profile/taylormade-public-relations,https://www.taylormadepr.com/,hello@taylormadepr.com,"
44.0207.183.1075 "
Parachute Media," $5,000+ ",None,$100 - $149,10 - 49,"Nashville,",TN,https://clutch.co/profile/parachute-media,https://www.parachutemedia.co/,info@parachutemedia.co,"
+1.615.281.9729 "
Insight Creative Group," $5,000+ ",None,$100 - $149,10 - 49,"Oklahoma City,",OK,https://clutch.co/profile/insight-creative-group,http://icgadv.com/,ideas@icgadv.com,"
405.728.3062 "
Graham Oleson," $5,000+ ",None,$100 - $149,50 - 249,"Colorado Springs,",CO,https://clutch.co/profile/graham-oleson,https://grahamoleson.com/,info@grahamoleson.com,"
+1.800.776.7336 "
CAS Inc.," $5,000+ ",None,$100 - $149,10 - 49,"Omaha,",NE,https://clutch.co/profile/cas,http://www.cas-online.com/,info@cas-online.com,"
+1.866.461.4693 "
Toto & Co.," $5,000+ ",None,$100 - $149,10 - 49,"Fortitude Valley,",None,https://clutch.co/profile/toto-co,http://totoandco.com.au/,garyt@totoandco.com.au,"
+61.7.3891.3055 "
Ninetynine," $5,000+ ",None,$100 - $149,50 - 249,"Rome,",None,https://clutch.co/profile/ninetynine,http://www.ninetynine.biz/it/,info@ninetynine.biz,"
+39.06.80660209 "
Herezie Group," $10,000+ ",None,$100 - $149,50 - 249,"Paris,",None,https://clutch.co/profile/herezie-group,http://www.hereziegroup.paris/,hello@hereziegroup.com,"
33.017.303.2383 "
TEN Media," $5,000+ ",None,$100 - $149,50 - 249,"Budapest,",None,https://clutch.co/profile/ten-media,https://ten.media,hq@ten.media,"
+36.1.439.18.28 "
Resolve Media," $10,000+ ",None,$100 - $149,250 - 999,"Philadelphia,",PA,https://clutch.co/profile/resolve-media,http://www.resolvemedia.com/,hello@resolvemedia.com,"
267.777.8053 "
WSI Marketing Vancouver," $5,000+ ",None,$100 - $149,"1,000 - 9,999","Vancouver,",None,https://clutch.co/profile/wsi-marketing-vancouver,http://www.wsimarketingvancouver.com/,wsi@wsimarketingvancouver.com,"
604.506.5068 "
Ad Leverage," $5,000+ ",None,$100 - $149,10 - 49,"Los Angeles,",CA,https://clutch.co/profile/ad-leverage,https://adleverage.com/,info@adleverage.com,"
+1.805.230.9100 "
IMC Licensing," $5,000+ ",None,$100 - $149,250 - 999,"Louisville,",KY,https://clutch.co/profile/imc-licensing,http://www.imclicensing.com/,,"
+1.502.589.7655 "
Technical Associates Group," $10,000+ ",None,$150 - $199,10 - 49,"Luton,",None,https://clutch.co/profile/technical-associates-group,http://ta-marcom.com/,pr@technical-group.com,"
+44.015.8239.0980 "
SIS Digital," $10,000+ ",None,$150 - $199,10 - 49,"London ,",None,https://clutch.co/profile/sis-digital,http://www.sis-digital.co.uk/,info@sis-digital.com,"
+44 0203.405.5750 "
Rapka," $10,000+ ",None,$100 - $149,10 - 49,"Minsk,",None,https://clutch.co/profile/rapka,http://rapka.by/,info@rapka.by,"
+375.173.121.278 "
Superegg," $10,000+ ",None,$100 - $149,10 - 49,"Rome,",None,https://clutch.co/profile/superegg,http://www.superegg.it,info@superegg.it,"
+39.06.89.01.2.572 "
The Contentinators ," $5,000+ ",None,$100 - $149,250 - 999,"MAITLAND,",FL,https://clutch.co/profile/contentinators-%C2%AE,http://www.thecontentinators.com,captaincontent@thecontentinators.com,"
866.471.4748 "
Graphics Beyond," $25,000+ ",None,None,10 - 49,"Mumbai,",None,https://clutch.co/profile/graphics-beyond,http://graphicsbeyond.com,joquim.graphicsbeyond@gmail.com,"
2228655454 "
Cox Local Solutions," $5,000+ ",None,$100 - $149,"1,000 - 9,999","Tulsa,",OK,https://clutch.co/profile/cox-local-solutions,http://coxlocalsolutions.com/,,"
918. 388.5341 "
The OIC Agency," $5,000+ ",None,$100 - $149,250 - 999,"Pasadena,",CA,https://clutch.co/profile/oic-agency,http://theoicagency.com/,info@theoicagency.com,"
626.229.0931 "
Jamshop," $5,000+ ",None,$100 - $149,10 - 49,"Adelaide,",None,https://clutch.co/profile/jamshop,http://www.jamshop.com.au,hello@jamshop.com.au,"
+61.8.8100.9100 "
Host," $10,000+ ",None,$150 - $199,50 - 249,"Sydney ,",None,https://clutch.co/profile/host,http://hosthavas.com/,James.Wright@havas.com,"
+61.2.9963.7711 "
M.i. Media," $10,000+ ",None,$150 - $199,10 - 49,"London,",None,https://clutch.co/profile/mi-media,http://www.mimedia.co.uk/,clive.howse@mimedia.co.uk,"
+44.020.7078.7052 "
Adsyndicate Services Private Limted.," $1,000+ ",None,None,"1,000 - 9,999"," Mumbai ,",None,https://clutch.co/profile/adsyndicate-services-private-limted,https://www.adsyndicate.in/,connect@adsyndicate.in,"
7777032346 "
ZAK," $10,000+ ",None,$150 - $199,10 - 49,"London,",None,https://clutch.co/profile/zak,http://www.zakagency.com/,hello@zakagency.com,"
+44.20.3195.5250 "
Dare," $10,000+ ",None,$150 - $199,250 - 999,"London,",None,https://clutch.co/profile/dare,https://thisisdare.com/,hello@thisisdare.com,"
+44.203.142.3500 "
LRM RiverValley Marketing," $1,000+ ",None,$25 - $49,2 - 9,"Fort Smith,",AZ,https://clutch.co/profile/lrm-rivervalley-marketing,http://www.lrmrivervalleymarketing.com,ryan.millican@lrmrivervalleymarketing.com,"
479.739.0240 "
Bruni Dunn Creative," $5,000+ ",None,$100 - $149,10 - 49,"Melbourne,",None,https://clutch.co/profile/bruni-dunn-creative,http://brunidunn.com.au/,dino@brunidunn.com.au,"
+61.3.9654.9433 "
LaCalle," $5,000+ ",None,$25 - $49,"1,000 - 9,999","Santiago,",None,https://clutch.co/profile/lacalle,http://www.lacalle.cl/,contacto@lacalle.cl,"
+56.2.2405.3069 "
